feature_name,component_number,business_name,high_score_meaning,low_score_meaning,high_score_keywords,low_score_keywords,high_score_risk_labels,low_score_risk_labels,high_score_examples,low_score_examples,min_score,max_score,active_sample_count,retained_variance_share,interpretation_confidence,interpretation_note,spearman_corr_with_target_60d
semantic_110,111,经营与市场风险内部语义差异,更接近经营与市场风险；主要文档：监管问询函(14)、业绩预告(3)、风险警示公告(3),更接近经营与市场风险；主要文档：业绩预告(9)、监管问询回复(7)、监管问询函(5),退市风险警示(3)、终止上市风险(3)、可能被终止上市(3)、违规占用资金(2)、违规担保余额(2)、未经审议的担保(2),立案调查(2)、立案告知书(2)、行政处罚决定书(2)、股票交易异常波动(2)、股价异常波动(2)、严重异常波动(2),delisting_or_listing_risk(3)、fund_occupation_or_illegal_guarantee(2)、abnormal_stock_trading(1),regulatory_investigation_or_penalty(2)、abnormal_stock_trading(2)、delisting_or_listing_risk(1),601218.SH_2020-06-30 / 2020-06-25 / 监管问询函 / sse_0dedeb2cfd3fb14d_c10955d2379b / 无规则风险标签；601218.SH_2020-09-30 / 2020-06-25 / 监管问询函 / sse_0dedeb2cfd3fb14d_c10955d2379b / 无规则风险标签；002951.SZ_2023-06-30 / 2023-03-28 / 监管问询函 / szse_e9a8917c42b1f10e_92fd0ec1edae / 无规则风险标签,002552.SZ_2021-06-30 / 2021-03-22 / 业绩预告 / cn_1209425361_394fd7aad1b5 / 无规则风险标签；002552.SZ_2021-03-31 / 2021-03-22 / 业绩预告 / cn_1209425361_394fd7aad1b5 / 无规则风险标签；000056.SZ_2022-09-30 / 2022-04-08 / 监管问询回复 / szse_c191b091ff915d58_cb405bf6ac2e / 无规则风险标签,-0.1410896182060241,0.0868437886238098,2892,0.0005633005915741,中等,统计性命名；PCA正负号可整体翻转，不代表风险好坏或因果关系。,0.019656
semantic_014,15,合规与诉讼风险内部语义差异,更接近合规与诉讼风险；主要文档：监管问询函(20)、年度报告(2)、风险警示公告(1),更接近合规与诉讼风险；主要文档：监管问询回复(14)、监管问询函(6)、年度报告(3),立案调查(1)、立案告知书(1)、行政处罚决定书(1)、重大诉讼(1)、重大仲裁(1)、尚未判决(1),无法表示意见(15)、否定意见(15)、带强调事项段的无保留意见(15)、股票交易异常波动(7)、股价异常波动(7)、严重异常波动(7),regulatory_investigation_or_penalty(1)、material_litigation_or_arbitration(1)、performance_loss_or_decline(1),modified_audit_opinion(15)、abnormal_stock_trading(7)、internal_control_defect(6),002548.SZ_2020-06-30 / 2020-01-16 / 监管问询函 / szse_74ba119515294c4b_dac67f6459b3 / 无规则风险标签；002548.SZ_2020-03-31 / 2020-01-16 / 监管问询函 / szse_74ba119515294c4b_dac67f6459b3 / 无规则风险标签；000566.SZ_2021-09-30 / 2021-09-24 / 监管问询函 / szse_0714e2ca00617c8d_a20a319000da / 无规则风险标签,"603226.SH_2024-09-30 / 2024-08-27 / 半年度报告 / cn_1221000413_e50600f7dfcb / 无规则风险标签；603226.SH_2024-09-30 / 2024-05-24 / 监管问询回复 / sse_eec6100a4e45fa1b_25b4bbc055ab / internal_control_defect,modified_audit_opinion；603226.SH_2024-06-30 / 2024-05-24 / 监管问询回复 / sse_eec6100a4e45fa1b_25b4bbc055ab / internal_control_defect,modified_audit_opinion",-0.2644621133804321,0.2271733880043029,2892,0.0032713798547197,中等,统计性命名；PCA正负号可整体翻转，不代表风险好坏或因果关系。,0.019524
semantic_008,9,经营与市场风险—监管问询函文本语义对比,更接近经营与市场风险；主要文档：监管问询回复(19)、监管问询函(4)、风险警示公告(3),更接近监管问询函文本；主要文档：监管问询函(19)、权益分派公告(1)、业绩预告(1),股票交易异常波动(7)、股价异常波动(7)、严重异常波动(7)、由盈转亏(1)、连续亏损(1)、预计亏损(1),无明显命中,abnormal_stock_trading(7)、performance_loss_or_decline(1)、delisting_or_listing_risk(1),无明显命中,002456.SZ_2022-09-30 / 2022-07-14 / 业绩预告 / cn_1214043062_5c62099115ba / 无规则风险标签；002456.SZ_2022-09-30 / 2022-06-17 / 监管问询回复 / szse_788c4c0b7d2faa08_2b2799bbcc2a / performance_loss_or_decline；002045.SZ_2023-06-30 / 2023-05-11 / 监管问询回复 / szse_05e8a0165c832196_be2f2697ba37 / 无规则风险标签,000301.SZ_2021-09-30 / 2021-06-10 / 权益分派公告 / cn_1210210562_616a24efae74 / 无规则风险标签；000301.SZ_2021-09-30 / 2021-07-21 / 监管问询函 / szse_6f2d24bf591fc3fb_de44659fd966 / 无规则风险标签；600310.SH_2020-03-31 / 2020-01-15 / 监管问询函 / sse_44cea5a24f641147_3cb0b0512c20 / 无规则风险标签,-0.3359280824661255,0.2574836909770965,2892,0.0054182193736967,中等,统计性命名；PCA正负号可整体翻转，不代表风险好坏或因果关系。,0.019049
semantic_275,276,合规与诉讼风险—经营与市场风险语义对比,更接近合规与诉讼风险；主要文档：业绩预告(10)、监管问询函(7)、监管问询回复(6),更接近经营与市场风险；主要文档：监管问询回复(10)、业绩预告(7)、监管问询函(5),无法表示意见(3)、否定意见(3)、带强调事项段的无保留意见(3)、股票交易异常波动(3)、股价异常波动(3)、严重异常波动(3),退市风险警示(4)、终止上市风险(4)、可能被终止上市(4)、由盈转亏(4)、连续亏损(4)、预计亏损(4),modified_audit_opinion(3)、abnormal_stock_trading(3)、internal_control_defect(1),delisting_or_listing_risk(4)、performance_loss_or_decline(4)、regulatory_investigation_or_penalty(2),002526.SZ_2024-03-31 / 2024-01-29 / 业绩预告 / cn_1219026932_ed81edd22420 / 无规则风险标签；002526.SZ_2024-06-30 / 2024-01-29 / 业绩预告 / cn_1219026932_ed81edd22420 / 无规则风险标签；603022.SH_2021-03-31 / 2020-11-30 / 监管问询回复 / sse_682d2e6e06e978e7_339bae6d055e / 无规则风险标签,"002569.SZ_2023-09-30 / 2023-07-14 / 业绩预告 / cn_1217300587_438ca24041b4 / 无规则风险标签；002569.SZ_2023-09-30 / 2023-05-26 / 监管问询函 / szse_d64be005eb2d5515_92a932ee2ff1 / delisting_or_listing_risk,modified_audit_opinion；600696.SH_2021-06-30 / 2021-04-26 / 年度报告 / cn_1209818864_29685e370a89 / delisting_or_listing_risk,regulatory_investigation_or_penalty",-0.0457649752497673,0.0509329959750175,2892,0.0001597421612927,中等,统计性命名；PCA正负号可整体翻转，不代表风险好坏或因果关系。,0.018768
semantic_249,250,经营与市场风险内部语义差异,更接近经营与市场风险；主要文档：业绩预告(9)、监管问询函(9)、监管问询回复(5),更接近经营与市场风险；主要文档：监管问询回复(12)、风险警示公告(8)、业绩预告(5),退市风险警示(2)、终止上市风险(2)、可能被终止上市(2)、重大内部控制缺陷(2)、内控重大缺陷(2)、内部控制失效(2),股票交易异常波动(7)、股价异常波动(7)、严重异常波动(7)、立案调查(5)、立案告知书(5)、行政处罚决定书(5),delisting_or_listing_risk(2)、internal_control_defect(2),abnormal_stock_trading(7)、regulatory_investigation_or_penalty(5)、modified_audit_opinion(4),002560.SZ_2024-06-30 / 2024-04-13 / 业绩预告 / cn_1219596614_345a224da731 / 无规则风险标签；301033.SZ_2024-09-30 / 2024-07-17 / 业绩预告 / cn_1220663676_468b93eb8374 / 无规则风险标签；301033.SZ_2024-12-31 / 2024-07-17 / 业绩预告 / cn_1220663676_468b93eb8374 / 无规则风险标签,002170.SZ_2021-12-31 / 2021-09-14 / 风险警示公告 / cn_1211045296_113e027f1531 / abnormal_stock_trading；002170.SZ_2021-09-30 / 2021-09-14 / 风险警示公告 / cn_1211045296_113e027f1531 / abnormal_stock_trading；002447.SZ_2021-09-30 / 2021-06-30 / 业绩预告 / cn_1210485806_49359dc2e6ff / 无规则风险标签,-0.0601062327623367,0.0520023852586746,2892,0.0001906253928361,中等,统计性命名；PCA正负号可整体翻转，不代表风险好坏或因果关系。,0.018748
semantic_067,68,合规与诉讼风险—经营与市场风险语义对比,更接近合规与诉讼风险；主要文档：监管问询函(11)、监管问询回复(10)、业绩预告(6),更接近经营与市场风险；主要文档：监管问询回复(14)、监管问询函(8)、业绩预告(4),无法表示意见(1)、否定意见(1)、带强调事项段的无保留意见(1)、股票交易异常波动(1)、股价异常波动(1)、严重异常波动(1),退市风险警示(2)、终止上市风险(2)、可能被终止上市(2)、股票交易异常波动(2)、股价异常波动(2)、严重异常波动(2),modified_audit_opinion(1)、abnormal_stock_trading(1)、debt_overdue_or_default(1),delisting_or_listing_risk(2)、abnormal_stock_trading(2)、controlling_shareholder_pledge_or_freeze(1),002435.SZ_2020-06-30 / 2020-04-08 / 监管问询函 / szse_2b3e78765f3c9ecb_53e6ea3d2228 / 无规则风险标签；002435.SZ_2020-09-30 / 2020-04-08 / 监管问询函 / szse_2b3e78765f3c9ecb_53e6ea3d2228 / 无规则风险标签；002683.SZ_2020-12-31 / 2020-08-03 / 监管问询回复 / szse_4d7e247f15fbf497_577967fa5925 / 无规则风险标签,000721.SZ_2022-12-31 / 2022-07-11 / 业绩预告 / cn_1214006266_e0caf1a05263 / 无规则风险标签；000721.SZ_2022-12-31 / 2022-11-14 / 监管问询回复 / szse_c39ebfc6c0025c49_36037c9636b3 / 无规则风险标签；002723.SZ_2020-06-30 / 2020-03-18 / 监管问询回复 / szse_85299f3518953555_2e1217bc07d0 / 无规则风险标签,-0.1436541527509689,0.1036053672432899,2892,0.000892947465802,中等,统计性命名；PCA正负号可整体翻转，不代表风险好坏或因果关系。,0.018734
semantic_078,79,经营与市场风险内部语义差异,更接近经营与市场风险；主要文档：监管问询回复(17)、监管问询函(5)、业绩预告(2),更接近经营与市场风险；主要文档：监管问询函(11)、监管问询回复(11)、风险警示公告(3),退市风险警示(4)、终止上市风险(4)、可能被终止上市(4)、重大诉讼(4)、重大仲裁(4)、尚未判决(4),股票交易异常波动(5)、股价异常波动(5)、严重异常波动(5)、退市风险警示(3)、终止上市风险(3)、可能被终止上市(3),delisting_or_listing_risk(4)、material_litigation_or_arbitration(4)、abnormal_stock_trading(4),abnormal_stock_trading(5)、delisting_or_listing_risk(3)、regulatory_investigation_or_penalty(2),000850.SZ_2021-03-31 / 2020-11-26 / 监管问询回复 / szse_12694b6cc2f5a3ec_2759dff0ab21 / 无规则风险标签；000850.SZ_2020-12-31 / 2020-11-26 / 监管问询回复 / szse_12694b6cc2f5a3ec_2759dff0ab21 / 无规则风险标签；002087.SZ_2020-06-30 / 2020-03-11 / 监管问询回复 / szse_29543b954e7aa81b_00f9d32ca699 / 无规则风险标签,000488.SZ_2023-03-31 / 2023-02-08 / 监管问询函 / szse_28e9230d64c2dbbc_456b07fb11a3 / 无规则风险标签；000488.SZ_2023-06-30 / 2023-02-08 / 监管问询函 / szse_28e9230d64c2dbbc_456b07fb11a3 / 无规则风险标签；000663.SZ_2022-06-30 / 2022-04-27 / 权益分派公告 / cn_1213166211_f1b8a294df0c / 无规则风险标签,-0.1532483398914337,0.1324521601200103,2892,0.000794893903538,中等,统计性命名；PCA正负号可整体翻转，不代表风险好坏或因果关系。,0.018547
semantic_274,275,偿债与流动性风险—合规与诉讼风险语义对比,更接近偿债与流动性风险；主要文档：业绩预告(13)、监管问询函(3)、监管问询回复(2),更接近合规与诉讼风险；主要文档：风险警示公告(6)、业绩预告(6)、半年度报告(3),债务逾期(2)、贷款逾期(2)、债券违约(2)、由盈转亏(2)、连续亏损(2)、预计亏损(2),退市风险警示(4)、终止上市风险(4)、可能被终止上市(4)、无法表示意见(4)、否定意见(4)、带强调事项段的无保留意见(4),debt_overdue_or_default(2)、performance_loss_or_decline(2)、delisting_or_listing_risk(2),delisting_or_listing_risk(4)、modified_audit_opinion(4)、material_litigation_or_arbitration(2),600743.SH_2024-09-30 / 2024-07-10 / 业绩预告 / cn_1220586455_4301ec0a4631 / 无规则风险标签；600743.SH_2024-12-31 / 2024-07-10 / 业绩预告 / cn_1220586455_4301ec0a4631 / 无规则风险标签；600599.SH_2023-12-31 / 2023-10-11 / 监管问询回复 / sse_7deddea7ae80dd91_7258a3f62f95 / debt_overdue_or_default,688598.SH_2022-06-30 / 2022-01-26 / 风险警示公告 / cn_1212277238_e580438b4aa6 / 无规则风险标签；688598.SH_2022-03-31 / 2022-01-26 / 风险警示公告 / cn_1212277238_e580438b4aa6 / 无规则风险标签；600890.SH_2022-06-30 / 2022-04-26 / 风险警示公告 / cn_1213147660_6d3ddf00bc6b / delisting_or_listing_risk,-0.0485782623291015,0.0551727600395679,2892,0.0001600361576149,中等,统计性命名；PCA正负号可整体翻转，不代表风险好坏或因果关系。,0.01853
semantic_169,170,经营与市场风险—合规与诉讼风险语义对比,更接近经营与市场风险；主要文档：监管问询函(7)、监管问询回复(5)、风险警示公告(3),更接近合规与诉讼风险；主要文档：业绩预告(7)、监管问询回复(5)、年度报告(4),由盈转亏(3)、连续亏损(3)、预计亏损(3)、立案调查(2)、立案告知书(2)、行政处罚决定书(2),股票交易异常波动(4)、股价异常波动(4)、严重异常波动(4)、重大诉讼(3)、重大仲裁(3)、尚未判决(3),performance_loss_or_decline(3)、regulatory_investigation_or_penalty(2)、abnormal_stock_trading(2),abnormal_stock_trading(4)、material_litigation_or_arbitration(3)、modified_audit_opinion(2),000713.SZ_2021-09-30 / 2021-04-09 / 监管问询回复 / szse_b8162a2326f0e003_6ec045991055 / 无规则风险标签；000713.SZ_2021-06-30 / 2021-04-09 / 监管问询回复 / szse_b8162a2326f0e003_6ec045991055 / 无规则风险标签；605090.SH_2022-06-30 / 2022-05-23 / 风险警示公告 / cn_1213447647_dd8cbe86d281 / 无规则风险标签,000403.SZ_2024-09-30 / 2024-06-30 / 业绩预告 / cn_1220600740_ec1623d3fca5 / 无规则风险标签；002373.SZ_2023-12-31 / 2023-07-15 / 业绩预告 / cn_1217301290_0447a0863b68 / 无规则风险标签；002373.SZ_2023-09-30 / 2023-07-15 / 业绩预告 / cn_1217301290_0447a0863b68 / 无规则风险标签,-0.0762164890766143,0.0848777890205383,2892,0.0003443829702299,中等,统计性命名；PCA正负号可整体翻转，不代表风险好坏或因果关系。,0.018528
semantic_233,234,合规与诉讼风险内部语义差异,更接近合规与诉讼风险；主要文档：业绩预告(10)、监管问询函(7)、半年度报告(3),更接近合规与诉讼风险；主要文档：业绩预告(8)、监管问询回复(5)、监管问询函(4),无法表示意见(2)、否定意见(2)、带强调事项段的无保留意见(2)、股份被冻结(2)、轮候冻结(2)、高比例质押(2),无法表示意见(2)、否定意见(2)、带强调事项段的无保留意见(2)、大额资产减值(2)、重大资产减值(2)、大额商誉减值(2),modified_audit_opinion(2)、controlling_shareholder_pledge_or_freeze(2)、abnormal_stock_trading(1),modified_audit_opinion(2)、material_asset_impairment(2)、abnormal_stock_trading(1),000826.SZ_2021-09-30 / 2021-06-30 / 业绩预告 / cn_1210485663_e8c3c7c88704 / 无规则风险标签；301033.SZ_2024-12-31 / 2024-07-17 / 业绩预告 / cn_1220663676_468b93eb8374 / 无规则风险标签；301033.SZ_2024-09-30 / 2024-07-17 / 业绩预告 / cn_1220663676_468b93eb8374 / 无规则风险标签,001979.SZ_2021-12-31 / 2021-09-30 / 业绩预告 / cn_1211254466_eef2b5f33a72 / 无规则风险标签；002650.SZ_2024-09-30 / 2024-04-30 / 业绩预告 / cn_1222365239_dbe12510142e / modified_audit_opinion；002650.SZ_2024-06-30 / 2024-04-30 / 业绩预告 / cn_1222365239_dbe12510142e / modified_audit_opinion,-0.0672836229205131,0.0577650591731071,2892,0.0002129789398374,中等,统计性命名；PCA正负号可整体翻转，不代表风险好坏或因果关系。,0.017673
semantic_099,100,经营与市场风险内部语义差异,更接近经营与市场风险；主要文档：监管问询回复(8)、监管问询函(8)、风险警示公告(5),更接近经营与市场风险；主要文档：监管问询函(11)、监管问询回复(5)、业绩预告(4),由盈转亏(6)、连续亏损(6)、预计亏损(6)、股票交易异常波动(5)、股价异常波动(5)、严重异常波动(5),退市风险警示(2)、终止上市风险(2)、可能被终止上市(2)、无法表示意见(2)、否定意见(2)、带强调事项段的无保留意见(2),performance_loss_or_decline(6)、abnormal_stock_trading(5)、delisting_or_listing_risk(5),delisting_or_listing_risk(2)、modified_audit_opinion(2),688565.SH_2022-09-30 / 2022-08-25 / 风险警示公告 / cn_1214389532_5d20342d56da / abnormal_stock_trading；688565.SH_2022-09-30 / 2022-05-17 / 监管问询回复 / sse_23a5c0c27ee4b868_bfb579a34cea / performance_loss_or_decline；002219.SZ_2022-03-31 / 2022-01-01 / 第三季度报告 / cn_1214938416_60d9310ed303 / 无规则风险标签,"600870.SH_2022-09-30 / 2022-04-29 / 年度报告 / cn_1213270532_426c13ff77fb / delisting_or_listing_risk,modified_audit_opinion；600870.SH_2022-09-30 / 2022-04-29 / 监管问询函 / sse_25a401bbc7f17500_6674c8301526 / 无规则风险标签；600870.SH_2022-06-30 / 2022-04-29 / 年度报告 / cn_1213270532_426c13ff77fb / delisting_or_listing_risk,modified_audit_opinion",-0.1133210882544517,0.095027320086956,2892,0.0006303127460509,中等,统计性命名；PCA正负号可整体翻转，不代表风险好坏或因果关系。,0.01755
semantic_201,202,合规与诉讼风险—经营与市场风险语义对比,更接近合规与诉讼风险；主要文档：监管问询回复(8)、业绩预告(6)、风险警示公告(6),更接近经营与市场风险；主要文档：业绩预告(6)、风险警示公告(4)、监管问询函(4),由盈转亏(5)、连续亏损(5)、预计亏损(5)、退市风险警示(5)、终止上市风险(5)、可能被终止上市(5),股票交易异常波动(6)、股价异常波动(6)、严重异常波动(6)、退市风险警示(1)、终止上市风险(1)、可能被终止上市(1),performance_loss_or_decline(5)、delisting_or_listing_risk(5)、modified_audit_opinion(4),abnormal_stock_trading(6)、delisting_or_listing_risk(1)、modified_audit_opinion(1),603222.SH_2023-06-30 / 2023-01-31 / 业绩预告 / cn_1215722491_033ee14ff695 / 无规则风险标签；603222.SH_2023-03-31 / 2023-01-31 / 业绩预告 / cn_1215722491_033ee14ff695 / 无规则风险标签；002102.SZ_2021-06-30 / 2021-04-15 / 风险警示公告 / cn_1209698387_9e33aff9c256 / 无规则风险标签,002170.SZ_2021-09-30 / 2021-09-14 / 风险警示公告 / cn_1211045296_113e027f1531 / abnormal_stock_trading；002170.SZ_2021-12-31 / 2021-09-14 / 风险警示公告 / cn_1211045296_113e027f1531 / abnormal_stock_trading；300430.SZ_2022-03-31 / 2022-01-17 / 业绩预告 / cn_1212200303_345a44d59301 / 无规则风险标签,-0.0567202642560005,0.0650209560990333,2892,0.0002652586025,中等,统计性命名；PCA正负号可整体翻转，不代表风险好坏或因果关系。,0.017426
semantic_082,83,合规与诉讼风险—经营与市场风险语义对比,更接近合规与诉讼风险；主要文档：监管问询回复(11)、监管问询函(6)、年度报告(3),更接近经营与市场风险；主要文档：监管问询函(9)、监管问询回复(8)、业绩预告(6),由盈转亏(5)、连续亏损(5)、预计亏损(5)、立案调查(3)、立案告知书(3)、行政处罚决定书(3),违规占用资金(2)、违规担保余额(2)、未经审议的担保(2)、股票交易异常波动(1)、股价异常波动(1)、严重异常波动(1),performance_loss_or_decline(5)、regulatory_investigation_or_penalty(3)、debt_overdue_or_default(2),fund_occupation_or_illegal_guarantee(2)、abnormal_stock_trading(1)、delisting_or_listing_risk(1),"600433.SH_2020-06-30 / 2020-01-06 / 监管问询回复 / sse_bc16b87ad68b4875_56ea956658b7 / regulatory_investigation_or_penalty；600433.SH_2020-03-31 / 2020-01-06 / 监管问询回复 / sse_bc16b87ad68b4875_56ea956658b7 / regulatory_investigation_or_penalty；002838.SZ_2023-06-30 / 2023-02-13 / 年度报告 / cn_1216243282_312b7f6d43a0 / debt_overdue_or_default,material_litigation_or_arbitration,performance_loss_or_decline","002447.SZ_2022-06-30 / 2022-04-27 / 风险警示公告 / cn_1213265409_b10be5737bfa / abnormal_stock_trading,delisting_or_listing_risk；002447.SZ_2022-06-30 / 2022-01-28 / 监管问询回复 / szse_84a715a8deab16e5_9624582fd420 / 无规则风险标签；002447.SZ_2022-03-31 / 2022-01-28 / 监管问询回复 / szse_84a715a8deab16e5_9624582fd420 / 无规则风险标签",-0.11521777510643,0.0964887589216232,2892,0.000757942341731,中等,统计性命名；PCA正负号可整体翻转，不代表风险好坏或因果关系。,0.017167
semantic_246,247,经营与市场风险—合规与诉讼风险语义对比,更接近经营与市场风险；主要文档：监管问询函(9)、风险警示公告(7)、业绩预告(5),更接近合规与诉讼风险；主要文档：业绩预告(10)、监管问询回复(7)、半年度报告(7),立案调查(5)、立案告知书(5)、行政处罚决定书(5)、退市风险警示(5)、终止上市风险(5)、可能被终止上市(5),无法表示意见(4)、否定意见(4)、带强调事项段的无保留意见(4)、立案调查(3)、立案告知书(3)、行政处罚决定书(3),regulatory_investigation_or_penalty(5)、delisting_or_listing_risk(5)、abnormal_stock_trading(3),modified_audit_opinion(4)、regulatory_investigation_or_penalty(3)、performance_loss_or_decline(3),002575.SZ_2021-09-30 / 2021-09-02 / 风险警示公告 / cn_1210958585_65dea0433e21 / regulatory_investigation_or_penalty；002575.SZ_2021-09-30 / 2021-04-21 / 监管问询函 / szse_20cb4920a51f7ce6_fc69af99727a / delisting_or_listing_risk；003037.SZ_2021-09-30 / 2021-04-12 / 业绩预告 / cn_1209675073_6708d7417a94 / 无规则风险标签,000151.SZ_2024-03-31 / 2024-01-25 / 业绩预告 / cn_1219001198_7c45b3fbcbbd / 无规则风险标签；000151.SZ_2024-06-30 / 2024-01-25 / 业绩预告 / cn_1219001198_7c45b3fbcbbd / 无规则风险标签；002558.SZ_2021-06-30 / 2021-01-04 / 年度报告 / cn_1209867242_5f468521affd / regulatory_investigation_or_penalty,-0.0517825186252594,0.0564038641750812,2892,0.0001940148764861,中等,统计性命名；PCA正负号可整体翻转，不代表风险好坏或因果关系。,0.017076
semantic_284,285,经营与市场风险—合规与诉讼风险语义对比,更接近经营与市场风险；主要文档：监管问询函(11)、监管问询回复(7)、业绩预告(2),更接近合规与诉讼风险；主要文档：监管问询回复(7)、监管问询函(7)、业绩预告(5),退市风险警示(2)、终止上市风险(2)、可能被终止上市(2)、无法表示意见(2)、否定意见(2)、带强调事项段的无保留意见(2),重大诉讼(5)、重大仲裁(5)、尚未判决(5)、立案调查(5)、立案告知书(5)、行政处罚决定书(5),delisting_or_listing_risk(2)、modified_audit_opinion(2)、abnormal_stock_trading(1),material_litigation_or_arbitration(5)、regulatory_investigation_or_penalty(5)、modified_audit_opinion(3),002741.SZ_2023-12-31 / 2023-07-15 / 业绩预告 / cn_1217300307_63163b9353b8 / 无规则风险标签；002741.SZ_2023-09-30 / 2023-07-15 / 业绩预告 / cn_1217300307_63163b9353b8 / 无规则风险标签；002432.SZ_2021-12-31 / 2021-11-03 / 监管问询函 / szse_93f7deaa2e29cccf_6e93145f9df9 / 无规则风险标签,"600696.SH_2021-03-31 / 2020-12-06 / 其他公告 / sse_a5c0d74f4778c481_353cc1f1c2ef / material_litigation_or_arbitration,performance_loss_or_decline,regulatory_investigation_or_penalty；600696.SH_2021-03-31 / 2021-01-22 / 监管问询回复 / sse_4f5b6070585593e5_deaf4e30c993 / 无规则风险标签；002759.SZ_2021-06-30 / 2021-01-25 / 业绩预告 / cn_1209178624_c1e55e9ed4a1 / 无规则风险标签",-0.0582971423864364,0.0422399342060089,2892,0.0001481989846962,中等,统计性命名；PCA正负号可整体翻转，不代表风险好坏或因果关系。,0.01697
semantic_091,92,合规与诉讼风险—经营与市场风险语义对比,更接近合规与诉讼风险；主要文档：业绩预告(9)、监管问询回复(8)、监管问询函(6),更接近经营与市场风险；主要文档：业绩预告(12)、监管问询回复(6)、监管问询函(3),立案调查(2)、立案告知书(2)、行政处罚决定书(2)、大额资产减值(1)、重大资产减值(1)、大额商誉减值(1),重大诉讼(3)、重大仲裁(3)、尚未判决(3)、股票交易异常波动(2)、股价异常波动(2)、严重异常波动(2),regulatory_investigation_or_penalty(2)、material_asset_impairment(1)、material_litigation_or_arbitration(1),material_litigation_or_arbitration(3)、abnormal_stock_trading(2)、delisting_or_listing_risk(1),002087.SZ_2020-06-30 / 2020-03-11 / 监管问询回复 / szse_29543b954e7aa81b_00f9d32ca699 / 无规则风险标签；002087.SZ_2020-03-31 / 2020-03-11 / 监管问询回复 / szse_29543b954e7aa81b_00f9d32ca699 / 无规则风险标签；000723.SZ_2021-06-30 / 2021-04-06 / 业绩预告 / cn_1209642508_9f7a045f41e8 / 无规则风险标签,000420.SZ_2021-06-30 / 2021-01-08 / 业绩预告 / cn_1209075984_a8812a215069 / 无规则风险标签；000420.SZ_2021-03-31 / 2021-01-08 / 业绩预告 / cn_1209075984_a8812a215069 / 无规则风险标签；002560.SZ_2024-12-31 / 2024-07-12 / 业绩预告 / cn_1220615186_a889b20f96f0 / 无规则风险标签,-0.103449061512947,0.1108977124094963,2892,0.0006941962954741,中等,统计性命名；PCA正负号可整体翻转，不代表风险好坏或因果关系。,0.016941
semantic_115,116,经营与市场风险—合规与诉讼风险语义对比,更接近经营与市场风险；主要文档：业绩预告(18)、监管问询函(4)、监管问询回复(2),更接近合规与诉讼风险；主要文档：业绩预告(14)、其他公告(4)、风险警示公告(2),退市风险警示(2)、终止上市风险(2)、可能被终止上市(2),重大诉讼(2)、重大仲裁(2)、尚未判决(2)、股票交易异常波动(2)、股价异常波动(2)、严重异常波动(2),delisting_or_listing_risk(2),material_litigation_or_arbitration(2)、abnormal_stock_trading(2)、delisting_or_listing_risk(1),002679.SZ_2021-09-30 / 2021-04-14 / 业绩预告 / cn_1209688802_20907aac3e68 / 无规则风险标签；002679.SZ_2021-09-30 / 2021-06-01 / 监管问询函 / szse_5617118a2c6b1cbf_e2843db2868a / 无规则风险标签；002679.SZ_2021-06-30 / 2021-04-14 / 业绩预告 / cn_1209688802_20907aac3e68 / 无规则风险标签,002699.SZ_2022-12-31 / 2022-07-14 / 业绩预告 / cn_1214042968_dace5a9f8861 / 无规则风险标签；002699.SZ_2022-09-30 / 2022-07-14 / 业绩预告 / cn_1214042968_dace5a9f8861 / 无规则风险标签；002538.SZ_2022-03-31 / 2022-01-26 / 业绩预告 / cn_1212286830_237c2240803f / 无规则风险标签,-0.1187854558229446,0.0867828354239463,2892,0.000535060895804,中等,统计性命名；PCA正负号可整体翻转，不代表风险好坏或因果关系。,0.016823
semantic_031,32,公司治理风险—合规与诉讼风险语义对比,更接近公司治理风险；主要文档：业绩预告(12)、监管问询回复(5)、年度报告(4),更接近合规与诉讼风险；主要文档：业绩预告(9)、监管问询回复(6)、监管问询函(4),重大内部控制缺陷(2)、内控重大缺陷(2)、内部控制失效(2)、无法表示意见(2)、否定意见(2)、带强调事项段的无保留意见(2),债务逾期(1)、贷款逾期(1)、债券违约(1)、退市风险警示(1)、终止上市风险(1)、可能被终止上市(1),internal_control_defect(2)、modified_audit_opinion(2)、abnormal_stock_trading(1),debt_overdue_or_default(1)、delisting_or_listing_risk(1)、material_litigation_or_arbitration(1),"002657.SZ_2021-12-31 / 2021-07-15 / 业绩预告 / cn_1210493294_b064feecee39 / 无规则风险标签；002657.SZ_2021-12-31 / 2021-08-28 / 监管问询回复 / szse_d88fb40be06b200f_253152446025 / internal_control_defect,modified_audit_opinion；002657.SZ_2021-09-30 / 2021-07-15 / 业绩预告 / cn_1210493294_b064feecee39 / 无规则风险标签",000420.SZ_2021-03-31 / 2021-01-08 / 业绩预告 / cn_1209075984_a8812a215069 / 无规则风险标签；000420.SZ_2021-06-30 / 2021-01-08 / 业绩预告 / cn_1209075984_a8812a215069 / 无规则风险标签；000597.SZ_2021-06-30 / 2021-04-14 / 业绩预告 / cn_1209681874_f07281cca574 / 无规则风险标签,-0.2421340942382812,0.1938016563653946,2892,0.0017298906128232,中等,统计性命名；PCA正负号可整体翻转，不代表风险好坏或因果关系。,0.016538
